pair_id,split,molecule_a_id,molecule_b_id,molecule_a_chembl_id,molecule_b_chembl_id,compound_name_a,compound_name_b,target_chembl_id,target_name,standard_type,has_conformer_pair,has_image_pair,similarity_score,is_similar,activity_value_a,activity_value_b,activity_unit,activity_delta,activity_value_mean,smiles_a,smiles_b,smiles_length_a,smiles_length_b,smiles_length_abs_delta,molecular_weight_a,molecular_weight_b,molecular_weight_abs_delta,heavy_atom_count_a,heavy_atom_count_b,heavy_atom_count_abs_delta
ACT_CHEMBL1833_EC50_178252_178566,train,178252,178566,CHEMBL178252,CHEMBL178566,CHEMBL178252,CHEMBL178566,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,1.0,1,5.0,5.0,pchembl,0.0,5.0,CC1CNCCc2ccc(F)cc21,C[C@H]1CNCCc2ccc(Cl)c(Cl)c21,19,28,9,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_179244,train,178252,179244,CHEMBL178252,CHEMBL179244,CHEMBL178252,CHEMBL179244,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,1.0,1,5.0,5.0,pchembl,0.0,5.0,CC1CNCCc2ccc(F)cc21,CC1CNCCc2cc(OCc3ccccc3)c(Br)cc21,19,32,13,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_368016,train,178252,368016,CHEMBL178252,CHEMBL368016,CHEMBL178252,CHEMBL368016,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,1.0,1,5.0,5.0,pchembl,0.0,5.0,CC1CNCCc2ccc(F)cc21,CC1CNCCc2ccc(Cl)c(F)c21,19,23,4,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_360479,train,178252,360479,CHEMBL178252,CHEMBL360479,CHEMBL178252,CHEMBL360479,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.7686,1,5.0,5.301,pchembl,0.301,5.1505,CC1CNCCc2ccc(F)cc21,CC1CNCCc2cccc(Cl)c21,19,20,1,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_362073,test,178252,362073,CHEMBL178252,CHEMBL362073,CHEMBL178252,CHEMBL362073,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.7686,1,5.0,5.301,pchembl,0.301,5.1505,CC1CNCCc2ccc(F)cc21,CC1CNCCc2c(Cl)cccc21,19,20,1,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_367796,train,178252,367796,CHEMBL178252,CHEMBL367796,CHEMBL178252,CHEMBL367796,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.7686,1,5.0,5.301,pchembl,0.301,5.1505,CC1CNCCc2ccc(F)cc21,CC1CNCCc2ccccc21,19,16,3,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178231_178252,train,178231,178252,CHEMBL178231,CHEMBL178252,CHEMBL178231,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5732,1,5.7447,5.0,pchembl,0.7447,5.3723,CC1CNCCc2ccc(Cl)c(Cl)c21,CC1CNCCc2ccc(F)cc21,24,19,5,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_440752,train,178252,440752,CHEMBL178252,CHEMBL440752,CHEMBL178252,CHEMBL440752,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5483,1,5.0,5.8239,pchembl,0.8239,5.412,CC1CNCCc2ccc(F)cc21,CC1CNCCc2ccc(Br)cc21,19,20,1,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_178365,val,178252,178365,CHEMBL178252,CHEMBL178365,CHEMBL178252,CHEMBL178365,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5394,1,5.0,5.8539,pchembl,0.8539,5.4269,CC1CNCCc2ccc(F)cc21,C[C@@H]1CNCCc2ccc(Cl)cc21,19,25,6,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_197646,train,178252,197646,CHEMBL178252,CHEMBL197646,CHEMBL178252,CHEMBL197646,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5186,1,5.0,5.9281,pchembl,0.9281,5.4641,CC1CNCCc2ccc(F)cc21,CN(C)CCc1c[nH]c2cccc(F)c12,19,26,7,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_181172,val,178252,181172,CHEMBL178252,CHEMBL181172,CHEMBL178252,CHEMBL181172,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5106,1,5.0,5.9586,pchembl,0.9586,5.4793,CC1CNCCc2ccc(F)cc21,CC1CNCCc2ccc(Cl)cc21,19,20,1,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_478_178252,train,478,178252,CHEMBL478,CHEMBL178252,CHLOROPHENYLPIPERAZINE,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5,1,6.0,5.0,pchembl,1.0,5.5,Clc1cccc(N2CCNCC2)c1,CC1CNCCc2ccc(F)cc21,20,19,1,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_179329,test,178252,179329,CHEMBL178252,CHEMBL179329,CHEMBL178252,CHEMBL179329,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5,1,5.0,6.0,pchembl,1.0,5.5,CC1CNCCc2ccc(F)cc21,COc1cc2c(cc1Br)C(C(C)C)CNCC2,19,28,9,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_180668,train,178252,180668,CHEMBL178252,CHEMBL180668,CHEMBL178252,CHEMBL180668,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5,1,5.0,6.0,pchembl,1.0,5.5,CC1CNCCc2ccc(F)cc21,Clc1ccc2c(c1)CCNCC2,19,19,0,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_360328,train,178252,360328,CHEMBL178252,CHEMBL360328,CHEMBL178252,LORCASERIN,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.5,1,5.0,6.0,pchembl,1.0,5.5,CC1CNCCc2ccc(F)cc21,C[C@H]1CNCCc2ccc(Cl)cc21,19,24,5,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_179337,val,178252,179337,CHEMBL178252,CHEMBL179337,CHEMBL178252,CHEMBL179337,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.4818,0,5.0,6.0757,pchembl,1.0757,5.5379,CC1CNCCc2ccc(F)cc21,CC1CNCCc2c(Cl)cc(Cl)cc21,19,24,5,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_361742,train,178252,361742,CHEMBL178252,CHEMBL361742,CHEMBL178252,CHEMBL361742,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.4744,0,5.0,6.1079,pchembl,1.1079,5.554,CC1CNCCc2ccc(F)cc21,COc1ccc2c(c1)C(C)CNCC2,19,22,3,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_181672,train,178252,181672,CHEMBL178252,CHEMBL181672,CHEMBL178252,CHEMBL181672,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.4394,0,5.0,6.2757,pchembl,1.2757,5.6379,CC1CNCCc2ccc(F)cc21,CC1CNCCc2cc(Cl)ccc21,19,20,1,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_383042,val,178252,383042,CHEMBL178252,CHEMBL383042,CHEMBL178252,CHEMBL383042,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.4282,0,5.0,6.3354,pchembl,1.3354,5.6677,CC1CNCCc2ccc(F)cc21,COc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21,19,41,22,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_180166,train,178252,180166,CHEMBL178252,CHEMBL180166,CHEMBL178252,CHEMBL180166,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.417,0,5.0,6.3979,pchembl,1.3979,5.6989,CC1CNCCc2ccc(F)cc21,COc1cc2c(cc1Br)CCNCC2,19,21,2,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178124_178252,train,178124,178252,CHEMBL178124,CHEMBL178252,CHEMBL178124,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.4132,0,6.4202,5.0,pchembl,1.4202,5.7101,CC1CNCCc2ccc(C(F)(F)F)cc21,CC1CNCCc2ccc(F)cc21,26,19,7,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_360492,train,178252,360492,CHEMBL178252,CHEMBL360492,CHEMBL178252,CHEMBL360492,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.4092,0,5.0,6.4437,pchembl,1.4437,5.7218,CC1CNCCc2ccc(F)cc21,CC1CNCCc2cc(F)c(Cl)cc21,19,23,4,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_208936,train,178252,208936,CHEMBL178252,CHEMBL208936,CHEMBL178252,CHEMBL208936,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.4008,0,5.0,6.4949,pchembl,1.4949,5.7475,CC1CNCCc2ccc(F)cc21,FC(F)(F)c1ccnc(N2CCC3CNCC32)n1,19,30,11,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_415029,test,178252,415029,CHEMBL178252,CHEMBL415029,CHEMBL178252,CHEMBL415029,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.379,0,5.0,6.6383,pchembl,1.6383,5.8192,CC1CNCCc2ccc(F)cc21,CC(C)Oc1cc2c(cc1Br)C(C)CNCC2,19,28,9,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_180867,val,178252,180867,CHEMBL178252,CHEMBL180867,CHEMBL178252,CHEMBL180867,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3763,0,5.0,6.6576,pchembl,1.6576,5.8288,CC1CNCCc2ccc(F)cc21,COc1cc2c(cc1Br)[C@@H](C)CNCC2,19,29,10,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_178313,train,178252,178313,CHEMBL178252,CHEMBL178313,CHEMBL178252,CHEMBL178313,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3675,0,5.0,6.7212,pchembl,1.7212,5.8606,CC1CNCCc2ccc(F)cc21,CC1CNCCc2cc(O)c(Br)cc21,19,23,4,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_209155,train,178252,209155,CHEMBL178252,CHEMBL209155,CHEMBL178252,CHEMBL209155,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3665,0,5.0,6.7282,pchembl,1.7282,5.8641,CC1CNCCc2ccc(F)cc21,FC(F)(F)c1cccc([C@H]2CC[C@H]3CNC[C@H]32)c1,19,42,23,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_360968,train,178252,360968,CHEMBL178252,CHEMBL360968,CHEMBL178252,CHEMBL360968,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3643,0,5.0,6.7447,pchembl,1.7447,5.8723,CC1CNCCc2ccc(F)cc21,CCOc1cc2c(cc1Br)C(C)CNCC2,19,25,6,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_202656,test,178252,202656,CHEMBL178252,CHEMBL202656,CHEMBL178252,CHEMBL202656,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3548,0,5.0,6.8182,pchembl,1.8182,5.9091,CC1CNCCc2ccc(F)cc21,C[C@H](N)Cn1ccc2ccc3cnccc3c21,19,29,10,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_210215,test,178252,210215,CHEMBL178252,CHEMBL210215,CHEMBL178252,CHEMBL210215,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3545,0,5.0,6.821,pchembl,1.821,5.9105,CC1CNCCc2ccc(F)cc21,C[C@H]1C[C@H]2CNC[C@H]2N1c1nccc(C(F)(F)F)n1,19,43,24,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_181787,train,178252,181787,CHEMBL178252,CHEMBL181787,CHEMBL178252,CHEMBL181787,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3504,0,5.0,6.8539,pchembl,1.8539,5.9269,CC1CNCCc2ccc(F)cc21,COc1cc2c(cc1Cl)C(C)CNCC2,19,24,5,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_179915,train,178252,179915,CHEMBL178252,CHEMBL179915,CHEMBL178252,CHEMBL179915,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3465,0,5.0,6.8861,pchembl,1.8861,5.943,CC1CNCCc2ccc(F)cc21,COc1cc2c(cc1C(F)(F)F)C(C)CNCC2,19,30,11,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_201117,train,178252,201117,CHEMBL178252,CHEMBL201117,CHEMBL178252,CHEMBL201117,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3457,0,5.0,6.8928,pchembl,1.8928,5.9464,CC1CNCCc2ccc(F)cc21,C[C@@H](Cn1ccc2ccc3ncccc3c21)NCC1CCCCC1,19,39,20,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_379223,train,178252,379223,CHEMBL178252,CHEMBL379223,CHEMBL178252,CHEMBL379223,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3457,0,5.0,6.8928,pchembl,1.8928,5.9464,CC1CNCCc2ccc(F)cc21,Cc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21,19,40,21,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_209106,train,178252,209106,CHEMBL178252,CHEMBL209106,CHEMBL178252,CHEMBL209106,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3371,0,5.0,6.9666,pchembl,1.9666,5.9833,CC1CNCCc2ccc(F)cc21,Fc1cccc(N2CC[C@H]3CNC[C@H]32)c1,19,31,12,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_180815,train,178252,180815,CHEMBL178252,CHEMBL180815,CHEMBL178252,CHEMBL180815,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3333,0,5.0,7.0,pchembl,2.0,6.0,CC1CNCCc2ccc(F)cc21,COc1cc2c(cc1Br)C(C)CNCC2,19,24,5,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_380763,train,178252,380763,CHEMBL178252,CHEMBL380763,CHEMBL178252,CHEMBL380763,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3319,0,5.0,7.0132,pchembl,2.0132,6.0066,CC1CNCCc2ccc(F)cc21,C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccccc1,19,39,20,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_202324,train,178252,202324,CHEMBL178252,CHEMBL202324,CHEMBL178252,CHEMBL202324,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3288,0,5.0,7.041,pchembl,2.041,6.0205,CC1CNCCc2ccc(F)cc21,C=CCN[C@@H](C)Cn1ccc2ccc3ncccc3c21,19,34,15,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_178366,test,178252,178366,CHEMBL178252,CHEMBL178366,CHEMBL178252,CHEMBL178366,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3218,0,5.0,7.1079,pchembl,2.1079,6.054,CC1CNCCc2ccc(F)cc21,CC1CNCCc2cc(Cl)c(Cl)cc21,19,24,5,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_194378,train,178252,194378,CHEMBL178252,CHEMBL194378,CHEMBL178252,PSILOCYBIN,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3194,0,5.0,7.1308,pchembl,2.1308,6.0654,CC1CNCCc2ccc(F)cc21,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,19,35,16,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_80862_178252,train,80862,178252,CHEMBL80862,CHEMBL178252,CHEMBL80862,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3182,0,7.1427,5.0,pchembl,2.1427,6.0713,CCSc1ccc2c(c1)N(C[C@H](C)N)CC2,CC1CNCCc2ccc(F)cc21,30,19,11,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_209714,train,178252,209714,CHEMBL178252,CHEMBL209714,CHEMBL178252,CHEMBL209714,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3138,0,5.0,7.1871,pchembl,2.1871,6.0936,CC1CNCCc2ccc(F)cc21,FC(F)(F)c1cccc(N2CC[C@H]3CNC[C@H]32)c1,19,38,19,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_179378,train,178252,179378,CHEMBL178252,CHEMBL179378,CHEMBL178252,CHEMBL179378,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3131,0,5.0,7.1938,pchembl,2.1938,6.0969,CC1CNCCc2ccc(F)cc21,COc1cc2c(cc1I)C(C)CNCC2,19,23,4,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_201897,train,178252,201897,CHEMBL178252,CHEMBL201897,CHEMBL178252,CHEMBL201897,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3118,0,5.0,7.2076,pchembl,2.2076,6.1038,CC1CNCCc2ccc(F)cc21,C[C@H](N)Cn1ccc2ccc3ccncc3c21,19,29,10,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_210802,train,178252,210802,CHEMBL178252,CHEMBL210802,CHEMBL178252,CHEMBL210802,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3118,0,5.0,7.2076,pchembl,2.2076,6.1038,CC1CNCCc2ccc(F)cc21,FC(F)(F)c1ccnc(N2CC[C@H]3CNC[C@H]32)n1,19,38,19,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_209254,train,178252,209254,CHEMBL178252,CHEMBL209254,CHEMBL178252,CHEMBL209254,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3097,0,5.0,7.2291,pchembl,2.2291,6.1145,CC1CNCCc2ccc(F)cc21,Clc1cccc(N2CC[C@H]3CNC[C@H]32)c1,19,32,13,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_65547_178252,train,65547,178252,CHEMBL65547,CHEMBL178252,PSILOCIN,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.309,0,7.2366,5.0,pchembl,2.2366,6.1183,CN(C)CCc1c[nH]c2cccc(O)c12,CC1CNCCc2ccc(F)cc21,26,19,7,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_80246_178252,train,80246,178252,CHEMBL80246,CHEMBL178252,CHEMBL80246,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3021,0,7.3098,5.0,pchembl,2.3098,6.1549,C[C@H](N)CN1CCc2cc(F)c(C(F)(F)F)cc21,CC1CNCCc2ccc(F)cc21,36,19,17,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_210484,train,178252,210484,CHEMBL178252,CHEMBL210484,CHEMBL178252,CHEMBL210484,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.3013,0,5.0,7.3188,pchembl,2.3188,6.1594,CC1CNCCc2ccc(F)cc21,C[C@@H]1C[C@H]2CNC[C@H]2N1c1nccc(C(F)(F)F)n1,19,44,25,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_201062,test,178252,201062,CHEMBL178252,CHEMBL201062,CHEMBL178252,CHEMBL201062,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2988,0,5.0,7.3468,pchembl,2.3468,6.1734,CC1CNCCc2ccc(F)cc21,C[C@H](N)Cn1ccc2ccc3cccnc3c21,19,29,10,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_202538,val,178252,202538,CHEMBL178252,CHEMBL202538,CHEMBL178252,CHEMBL202538,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2979,0,5.0,7.3565,pchembl,2.3565,6.1783,CC1CNCCc2ccc(F)cc21,C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccccc1Cl,19,41,22,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_426235,train,178252,426235,CHEMBL178252,CHEMBL426235,CHEMBL178252,CHEMBL426235,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2943,0,5.0,7.3979,pchembl,2.3979,6.1989,CC1CNCCc2ccc(F)cc21,CCC1CNCCc2cc(OC)c(Br)cc21,19,25,6,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_80482_178252,train,80482,178252,CHEMBL80482,CHEMBL178252,CHEMBL80482,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2904,0,7.4437,5.0,pchembl,2.4437,6.2218,C[C@H](N)CN1CCc2ccc3c(c21)CCCO3,CC1CNCCc2ccc(F)cc21,31,19,12,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_80731_178252,test,80731,178252,CHEMBL80731,CHEMBL178252,CHEMBL80731,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.285,0,7.5086,5.0,pchembl,2.5086,6.2543,CCSc1cc2c(cc1F)CCN2C[C@H](C)N,CC1CNCCc2ccc(F)cc21,29,19,10,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_182184,train,178252,182184,CHEMBL178252,CHEMBL182184,CHEMBL178252,CHEMBL182184,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2839,0,5.0,7.5229,pchembl,2.5229,6.2614,CC1CNCCc2ccc(F)cc21,COc1cc2c(cc1Br)[C@H](C)CNCC2,19,28,9,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_202616,train,178252,202616,CHEMBL178252,CHEMBL202616,CHEMBL178252,CHEMBL202616,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2802,0,5.0,7.5686,pchembl,2.5686,6.2843,CC1CNCCc2ccc(F)cc21,C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccc2ccccc2c1,19,45,26,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_203013,train,178252,203013,CHEMBL178252,CHEMBL203013,CHEMBL178252,CHEMBL203013,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2749,0,5.0,7.6383,pchembl,2.6383,6.3192,CC1CNCCc2ccc(F)cc21,C[C@@H]1CNC[C@H]2Cc3ccc(COCC4CC4)nc3N21,19,39,20,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_76301_178252,train,76301,178252,CHEMBL76301,CHEMBL178252,CHEMBL76301,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2734,0,7.6576,5.0,pchembl,2.6576,6.3288,C[C@H](N)CN1CCc2cc(F)c(I)cc21,CC1CNCCc2ccc(F)cc21,29,19,10,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_202458,test,178252,202458,CHEMBL178252,CHEMBL202458,CHEMBL178252,CHEMBL202458,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2703,0,5.0,7.699,pchembl,2.699,6.3495,CC1CNCCc2ccc(F)cc21,C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccc2c(c1)OCO2,19,46,27,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_309760,train,178252,309760,CHEMBL178252,CHEMBL309760,CHEMBL178252,CHEMBL309760,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2526,0,5.0,7.9586,pchembl,2.9586,6.4793,CC1CNCCc2ccc(F)cc21,C[C@H](N)CN1CCc2ccc(Br)cc21,19,27,8,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_451543,train,178252,451543,CHEMBL178252,CHEMBL451543,CHEMBL178252,CHEMBL451543,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.25,0,5.0,8.0,pchembl,3.0,6.5,CC1CNCCc2ccc(F)cc21,CSc1ccc2c(c1)N(C[C@H](C)N)CC2,19,29,10,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_80366_178252,train,80366,178252,CHEMBL80366,CHEMBL178252,CHEMBL80366,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2417,0,8.1367,5.0,pchembl,3.1367,6.5683,C[C@H](N)CN1CCc2cc(F)c(Cl)cc21,CC1CNCCc2ccc(F)cc21,30,19,11,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_76307_178252,train,76307,178252,CHEMBL76307,CHEMBL178252,CHEMBL76307,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2388,0,8.1871,5.0,pchembl,3.1871,6.5935,C[C@H](N)CN1CCc2ccc(Cl)cc21,CC1CNCCc2ccc(F)cc21,27,19,8,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_76781_178252,test,76781,178252,CHEMBL76781,CHEMBL178252,CHEMBL76781,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.229,0,8.3665,5.0,pchembl,3.3665,6.6833,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21,CC1CNCCc2ccc(F)cc21,30,19,11,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_76474_178252,val,76474,178252,CHEMBL76474,CHEMBL178252,CHEMBL76474,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2279,0,8.3872,5.0,pchembl,3.3872,6.6936,CSc1cc2c(cc1F)CCN2C[C@H](C)N,CC1CNCCc2ccc(F)cc21,28,19,9,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_77880_178252,train,77880,178252,CHEMBL77880,CHEMBL178252,CHEMBL77880,CHEMBL178252,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2211,0,8.5229,5.0,pchembl,3.5229,6.7614,C[C@H](N)CN1CCc2ccc3c(c21)CCO3,CC1CNCCc2ccc(F)cc21,30,19,11,0.0,0.0,0.0,0,0,0
ACT_CHEMBL1833_EC50_178252_201454,train,178252,201454,CHEMBL178252,CHEMBL201454,CHEMBL178252,CHEMBL201454,CHEMBL1833,5-hydroxytryptamine receptor 2B,EC50,0,0,0.2138,0,5.0,8.6778,pchembl,3.6778,6.8389,CC1CNCCc2ccc(F)cc21,C[C@H](N)Cn1ccc2cc(Cl)c3ncccc3c21,19,33,14,0.0,0.0,0.0,0,0,0
